"","Growth","Tree","Time","Age"
"1",0.333235982317017,"T1","1678","1"
"2",0.37174588825306,"T1","1679","2"
"3",0.799979041969835,"T1","1680","3"
"4",0.79582756178481,"T1","1681","4"
"5",0.900787618323525,"T1","1682","5"
"6",0.876259556971903,"T1","1683","6"
"7",0.621202269765216,"T1","1684","7"
"8",0.717277839546685,"T1","1685","8"
"9",0.489690566417588,"T1","1686","9"
"10",0.435334248975355,"T1","1687","10"
"11",0.556432290028623,"T1","1688","11"
"12",0.644259059991301,"T1","1689","12"
"13",0.936456466058241,"T1","1690","13"
"14",0.836760848282007,"T1","1691","14"
"15",1.24536989300292,"T1","1692","15"
"16",1.48523373771744,"T1","1693","16"
"17",0.801485142418878,"T1","1694","17"
"18",0.686019032431762,"T1","1695","18"
"19",0.529411284551501,"T1","1696","19"
"20",0.442135467316822,"T1","1697","20"
"21",0.6204715002686,"T1","1698","21"
"22",0.830230931838145,"T1","1699","22"
"23",1.2092619104338,"T1","1700","23"
"24",1.53001369310585,"T1","1701","24"
"25",1.21199116852344,"T1","1702","25"
"26",2.21140210527773,"T1","1703","26"
"27",1.19234441985597,"T1","1704","27"
"28",1.13363396007656,"T1","1705","28"
"29",0.830534429898344,"T1","1706","29"
"30",0.784910258485833,"T1","1707","30"
"31",0.858910927540339,"T1","1708","31"
"32",1.00646943211881,"T1","1709","32"
"33",1.26958645691155,"T1","1710","33"
"34",1.69089461755086,"T1","1711","34"
"35",1.77788813569362,"T1","1712","35"
"36",1.81100257557236,"T1","1713","36"
"37",1.2686686116707,"T1","1714","37"
"38",1.32029983536015,"T1","1715","38"
"39",1.03493323485478,"T1","1716","39"
"40",1.72966204646826,"T1","1717","40"
"41",0.778321796974429,"T1","1718","41"
"42",1.23003483820898,"T1","1719","42"
"43",1.13498604042851,"T1","1720","43"
"44",1.45518878330873,"T1","1721","44"
"45",2.33106166989088,"T1","1722","45"
"46",1.87192860166161,"T1","1723","46"
"47",1.98095697620836,"T1","1724","47"
"48",1.43931215698355,"T1","1725","48"
"49",1.09524934425965,"T1","1726","49"
"50",2.12483919244502,"T2","1814","1"
"51",1.56235298586384,"T2","1815","2"
"52",1.21510893254163,"T2","1816","3"
"53",1.47298314231464,"T2","1817","4"
"54",1.06479932315088,"T2","1818","5"
"55",1.00728155850607,"T2","1819","6"
"56",1.79833873002796,"T2","1820","7"
"57",1.98041136161494,"T2","1821","8"
"58",2.22867778467648,"T2","1822","9"
"59",2.00783131490924,"T2","1823","10"
"60",2.34902916266678,"T2","1824","11"
"61",1.64772875554374,"T2","1825","12"
"62",1.49366716948638,"T2","1826","13"
"63",1.10845057679735,"T2","1827","14"
"64",1.01330960304236,"T2","1828","15"
"65",1.70476330185475,"T2","1829","16"
"66",1.57676769644897,"T2","1830","17"
"67",2.51882926899695,"T2","1831","18"
"68",1.87146420436864,"T2","1832","19"
"69",2.13732319369694,"T2","1833","20"
"70",1.89195230091862,"T2","1834","21"
"71",1.43407048014686,"T2","1835","22"
"72",1.57473247012691,"T2","1836","23"
"73",1.0138046580369,"T2","1837","24"
"74",1.04592074315599,"T2","1838","25"
"75",0.931764691717729,"T2","1839","26"
"76",1.19991490956976,"T2","1840","27"
"77",2.08932856764326,"T2","1841","28"
"78",2.47736935002883,"T2","1842","29"
"79",2.40436651324879,"T2","1843","30"
"80",1.19393006603829,"T2","1844","31"
"81",1.81975542585131,"T2","1845","32"
"82",1.13519777104294,"T2","1846","33"
"83",0.772692610499187,"T2","1847","34"
"84",0.866898864253255,"T2","1848","35"
"85",0.695034070553926,"T2","1849","36"
"86",0.831079539280386,"T2","1850","37"
"87",1.28111450495664,"T2","1851","38"
"88",1.11880180218939,"T2","1852","39"
"89",1.43180691518228,"T2","1853","40"
"90",1.49857073720006,"T2","1854","41"
"91",0.721024784556098,"T2","1855","42"
"92",0.587039568535632,"T2","1856","43"
"93",0.57706637197683,"T2","1857","44"
"94",0.453564771969744,"T2","1858","45"
"95",0.579561894230908,"T2","1859","46"
"96",0.918383638251325,"T2","1860","47"
"97",1.15547623490022,"T2","1861","48"
"98",1.16081211732347,"T2","1862","49"
"99",0.973317168967217,"T3","1810","1"
"100",2.41217066606891,"T3","1811","2"
"101",1.94168783468905,"T3","1812","3"
"102",1.91055123355927,"T3","1813","4"
"103",1.8942086547455,"T3","1814","5"
"104",1.39277483120282,"T3","1815","6"
"105",1.08322072779089,"T3","1816","7"
"106",1.31310521115531,"T3","1817","8"
"107",0.949225758189574,"T3","1818","9"
"108",0.897950985030649,"T3","1819","10"
"109",1.60314662808119,"T3","1820","11"
"110",1.76545705409865,"T3","1821","12"
"111",1.98677658214479,"T3","1822","13"
"112",1.78990083931659,"T3","1823","14"
"113",2.0940649937151,"T3","1824","15"
"114",1.46888389508316,"T3","1825","16"
"115",1.33154418923093,"T3","1826","17"
"116",0.988139094663046,"T3","1827","18"
"117",0.903324744217895,"T3","1828","19"
"118",1.51972789853806,"T3","1829","20"
"119",1.40562496576505,"T3","1830","21"
"120",2.24543495720736,"T3","1831","22"
"121",1.66833504651351,"T3","1832","23"
"122",1.90533763961237,"T3","1833","24"
"123",1.68659936032239,"T3","1834","25"
"124",1.27841613834479,"T3","1835","26"
"125",1.403810643379,"T3","1836","27"
"126",0.903766065828759,"T3","1837","28"
"127",0.932396263636401,"T3","1838","29"
"128",0.830630736440382,"T3","1839","30"
"129",1.06967586758875,"T3","1840","31"
"130",1.86255236137795,"T3","1841","32"
"131",2.20847510743911,"T3","1842","33"
"132",2.14339601545822,"T3","1843","34"
"133",1.06434062035925,"T3","1844","35"
"134",1.62223875078341,"T3","1845","36"
"135",1.01198314225512,"T3","1846","37"
"136",0.688824375731353,"T3","1847","38"
"137",0.772805460900801,"T3","1848","39"
"138",0.619594911684266,"T3","1849","40"
"139",0.740873973750153,"T3","1850","41"
"140",1.14206204010032,"T3","1851","42"
"141",0.997366795655446,"T3","1852","43"
"142",1.27639826124532,"T3","1853","44"
"143",1.33591552257014,"T3","1854","45"
"144",0.642764587573612,"T3","1855","46"
"145",0.523322157908206,"T3","1856","47"
"146",0.514431454411993,"T3","1857","48"
"147",0.404334746651652,"T3","1858","49"
"148",0.884203461630787,"T4","1665","1"
"149",0.565991311530046,"T4","1666","2"
"150",0.554358971745327,"T4","1667","3"
"151",0.533786927977714,"T4","1668","4"
"152",0.585730892252607,"T4","1669","5"
"153",0.515189668539318,"T4","1670","6"
"154",0.781701074801917,"T4","1671","7"
"155",1.03553116888164,"T4","1672","8"
"156",0.751707850248718,"T4","1673","9"
"157",0.7036085333646,"T4","1674","10"
"158",0.695677691871697,"T4","1675","11"
"159",0.571460548630918,"T4","1676","12"
"160",0.466361333612851,"T4","1677","13"
"161",0.357796960398257,"T4","1678","14"
"162",0.399145218150418,"T4","1679","15"
"163",0.858941065154294,"T4","1680","16"
"164",0.854483602364629,"T4","1681","17"
"165",0.96717968317698,"T4","1682","18"
"166",0.940843794312123,"T4","1683","19"
"167",0.666987647519545,"T4","1684","20"
"168",0.77014441527711,"T4","1685","21"
"169",0.525782945111946,"T4","1686","22"
"170",0.467420324652875,"T4","1687","23"
"171",0.597443831411587,"T4","1688","24"
"172",0.691743826015256,"T4","1689","25"
"173",1.00547748406767,"T4","1690","26"
"174",0.89843385463323,"T4","1691","27"
"175",1.33715920828755,"T4","1692","28"
"176",1.59470208811572,"T4","1693","29"
"177",0.860558171923423,"T4","1694","30"
"178",0.736581694668039,"T4","1695","31"
"179",0.568431257321009,"T4","1696","32"
"180",0.474722823118562,"T4","1697","33"
"181",0.666203017051903,"T4","1698","34"
"182",0.89142265422497,"T4","1699","35"
"183",1.29838990636668,"T4","1700","36"
"184",1.6427825259284,"T4","1701","37"
"185",1.30132032294963,"T4","1702","38"
"186",2.37439230297152,"T4","1703","39"
"187",1.28022552128369,"T4","1704","40"
"188",1.21718783877835,"T4","1705","41"
"189",0.891748521445763,"T4","1706","42"
"190",0.842761645122918,"T4","1707","43"
"191",0.922216493519064,"T4","1708","44"
"192",1.08065071797465,"T4","1709","45"
"193",1.36316064095864,"T4","1710","46"
"194",1.81552109201076,"T4","1711","47"
"195",1.9089264204192,"T4","1712","48"
"196",1.94448154220264,"T4","1713","49"
"197",0.934211468874351,"T5","1809","1"
"198",0.989923173540985,"T5","1810","2"
"199",2.45332530547176,"T5","1811","3"
"200",1.97481545032321,"T5","1812","4"
"201",1.94314761995259,"T5","1813","5"
"202",1.92652621636599,"T5","1814","6"
"203",1.41653730653419,"T5","1815","7"
"204",1.10170182412169,"T5","1816","8"
"205",1.33550842342519,"T5","1817","9"
"206",0.965420733254856,"T5","1818","10"
"207",0.913271148529112,"T5","1819","11"
"208",1.63049830858898,"T5","1820","12"
"209",1.79557795286617,"T5","1821","13"
"210",2.02067346803365,"T5","1822","14"
"211",1.82043877953994,"T5","1823","15"
"212",2.1297923536879,"T5","1824","16"
"213",1.493944885948,"T5","1825","17"
"214",1.35426199345913,"T5","1826","18"
"215",1.00499797977128,"T5","1827","19"
"216",0.918736590748865,"T5","1828","20"
"217",1.54565635150143,"T5","1829","21"
"218",1.42960668041544,"T5","1830","22"
"219",2.28374487750708,"T5","1831","23"
"220",1.696798922726,"T5","1832","24"
"221",1.93784507559189,"T5","1833","25"
"222",1.71537484850303,"T5","1834","26"
"223",1.30022751177721,"T5","1835","27"
"224",1.42776140342713,"T5","1836","28"
"225",0.919185441856713,"T5","1837","29"
"226",0.948304106539183,"T5","1838","30"
"227",0.844802332553371,"T5","1839","31"
"228",1.08792587171482,"T5","1840","32"
"229",1.89432982715998,"T5","1841","33"
"230",2.24615444661495,"T5","1842","34"
"231",2.17996502417494,"T5","1843","35"
"232",1.08249959851484,"T5","1844","36"
"233",1.64991616671129,"T5","1845","37"
"234",1.02924883654745,"T5","1846","38"
"235",0.700576578506174,"T5","1847","39"
"236",0.785990485708253,"T5","1848","40"
"237",0.630165973477238,"T5","1849","41"
"238",0.753514207570066,"T5","1850","42"
"239",1.16154704259088,"T5","1851","43"
"240",1.01438311684903,"T5","1852","44"
"241",1.29817520717825,"T5","1853","45"
"242",1.35870790719591,"T5","1854","46"
"243",0.653730952928524,"T5","1855","47"
"244",0.532250686475106,"T5","1856","48"
"245",0.523208296491046,"T5","1857","49"
"246",1.21608259650334,"T6","1691","1"
